1,0.01,50,925
2,0.01,50,0
1,0.01,50,425
2,0.01,50,19
1,0.01,50,965
2,0.01,50,144
1,0.01,50,1000
2,0.01,50,274
1,0.01,50,968
2,0.01,50,0
1,0.01,50,817
2,0.01,50,19
1,0.01,50,467
2,0.01,50,72
1,0.01,50,538
2,0.01,50,12
1,0.01,50,609
2,0.01,50,149
1,0.01,50,319
2,0.01,50,150
1,0.01,50,838
2,0.01,50,244
1,0.01,50,1000
2,0.01,50,153
1,0.01,50,873
2,0.01,50,254
1,0.01,50,671
2,0.01,50,8
1,0.01,50,962
2,0.01,50,337
1,0.01,50,809
2,0.01,50,54
1,0.01,50,977
2,0.01,50,231
1,0.01,50,796
2,0.01,50,213
1,0.01,50,898
2,0.01,50,6
1,0.01,50,860
2,0.01,50,5
1,0.01,50,985
2,0.01,50,51
1,0.01,50,798
2,0.01,50,174
1,0.01,50,670
2,0.01,50,377
1,0.01,50,760
2,0.01,50,36
1,0.01,50,925
2,0.01,50,2
1,0.01,50,999
2,0.01,50,0
1,0.01,50,903
2,0.01,50,314
1,0.01,50,984
2,0.01,50,760
1,0.01,50,742
2,0.01,50,28
1,0.01,50,804
2,0.01,50,188
1,0.01,50,953
2,0.01,50,307
1,0.01,50,842
2,0.01,50,201
1,0.01,50,938
2,0.01,50,281
1,0.01,50,924
2,0.01,50,234
1,0.01,50,985
2,0.01,50,552
1,0.01,50,991
2,0.01,50,419
1,0.01,50,983
2,0.01,50,2
1,0.01,50,762
2,0.01,50,32
1,0.01,50,735
2,0.01,50,31
1,0.01,50,762
2,0.01,50,29
1,0.01,50,1000
2,0.01,50,117
1,0.01,50,984
2,0.01,50,381
1,0.01,50,912
2,0.01,50,503
1,0.01,50,935
2,0.01,50,28
1,0.01,50,199
2,0.01,50,0
1,0.01,50,942
2,0.01,50,391
1,0.01,50,903
2,0.01,50,25
1,0.01,50,957
2,0.01,50,341
1,0.01,50,807
2,0.01,50,87
1,0.01,50,663
2,0.01,50,6
1,0.01,50,741
2,0.01,50,307
1,0.01,50,997
2,0.01,50,121
1,0.01,50,648
2,0.01,50,0
1,0.01,50,984
2,0.01,50,87
1,0.01,50,700
2,0.01,50,5
1,0.01,50,742
2,0.01,50,51
1,0.01,50,981
2,0.01,50,59
1,0.01,50,948
2,0.01,50,50
1,0.01,50,261
2,0.01,50,54
1,0.01,50,725
2,0.01,50,135
1,0.01,50,553
2,0.01,50,0
1,0.01,50,903
2,0.01,50,21
1,0.01,50,810
2,0.01,50,61
1,0.01,50,1000
2,0.01,50,605
1,0.01,50,956
2,0.01,50,28
1,0.01,50,935
2,0.01,50,2
1,0.01,50,872
2,0.01,50,84
1,0.01,50,469
2,0.01,50,15
1,0.01,50,861
2,0.01,50,2
1,0.01,50,632
2,0.01,50,31
1,0.01,50,968
2,0.01,50,319
1,0.01,50,546
2,0.01,50,10
1,0.01,50,868
2,0.01,50,278
1,0.01,50,709
2,0.01,50,26
1,0.01,50,579
2,0.01,50,8
1,0.01,50,950
2,0.01,50,68
1,0.01,50,786
2,0.01,50,30
1,0.01,50,816
2,0.01,50,93
1,0.01,50,726
2,0.01,50,0
1,0.01,50,726
2,0.01,50,19
1,0.01,50,689
2,0.01,50,154
1,0.01,50,863
2,0.01,50,119
1,0.01,50,1000
2,0.01,50,203
1,0.01,50,624
2,0.01,50,189
1,0.01,50,891
2,0.01,50,442
1,0.01,50,194
2,0.01,50,0
1,0.01,50,790
2,0.01,50,4
1,0.01,50,1000
2,0.01,50,205
1,0.01,50,957
2,0.01,50,376
1,0.01,50,1000
2,0.01,50,151
1,0.01,50,915
2,0.01,50,89
1,0.01,50,663
2,0.01,50,0
1,0.01,50,832
2,0.01,50,35
1,0.01,50,963
2,0.01,50,111
1,0.01,50,865
2,0.01,50,0
1,0.01,50,744
2,0.01,50,19
1,0.01,50,834
2,0.01,50,159
1,0.01,50,920
2,0.01,50,55
1,0.01,50,946
2,0.01,50,255
1,0.01,50,765
2,0.01,50,154
1,0.01,60,960
2,0.01,60,0
1,0.01,60,581
2,0.01,60,24
1,0.01,60,994
2,0.01,60,61
1,0.01,60,1000
2,0.01,60,221
1,0.01,60,990
2,0.01,60,0
1,0.01,60,843
2,0.01,60,8
1,0.01,60,805
2,0.01,60,368
1,0.01,60,666
2,0.01,60,9
1,0.01,60,619
2,0.01,60,190
1,0.01,60,112
2,0.01,60,21
1,0.01,60,744
2,0.01,60,28
1,0.01,60,1000
2,0.01,60,25
1,0.01,60,854
2,0.01,60,153
1,0.01,60,774
2,0.01,60,14
1,0.01,60,995
2,0.01,60,43
1,0.01,60,823
2,0.01,60,33
1,0.01,60,985
2,0.01,60,87
1,0.01,60,799
2,0.01,60,76
1,0.01,60,972
2,0.01,60,0
1,0.01,60,889
2,0.01,60,49
1,0.01,60,984
2,0.01,60,32
1,0.01,60,795
2,0.01,60,29
1,0.01,60,803
2,0.01,60,371
1,0.01,60,846
2,0.01,60,28
1,0.01,60,936
2,0.01,60,0
1,0.01,60,1000
2,0.01,60,0
1,0.01,60,990
2,0.01,60,416
1,0.01,60,984
2,0.01,60,499
1,0.01,60,726
2,0.01,60,16
1,0.01,60,860
2,0.01,60,236
1,0.01,60,984
2,0.01,60,152
1,0.01,60,777
2,0.01,60,162
1,0.01,60,984
2,0.01,60,107
1,0.01,60,975
2,0.01,60,214
1,0.01,60,953
2,0.01,60,130
1,0.01,60,997
2,0.01,60,84
1,0.01,60,997
2,0.01,60,0
1,0.01,60,741
2,0.01,60,13
1,0.01,60,952
2,0.01,60,205
1,0.01,60,701
2,0.01,60,5
1,0.01,60,1000
2,0.01,60,314
1,0.01,60,989
2,0.01,60,95
1,0.01,60,907
2,0.01,60,300
1,0.01,60,974
2,0.01,60,20
1,0.01,60,510
2,0.01,60,0
1,0.01,60,903
2,0.01,60,58
1,0.01,60,970
2,0.01,60,27
1,0.01,60,986
2,0.01,60,373
1,0.01,60,813
2,0.01,60,65
1,0.01,60,797
2,0.01,60,20
1,0.01,60,697
2,0.01,60,141
1,0.01,60,1000
2,0.01,60,345
1,0.01,60,880
2,0.01,60,1
1,0.01,60,1000
2,0.01,60,85
1,0.01,60,900
2,0.01,60,4
1,0.01,60,899
2,0.01,60,188
1,0.01,60,990
2,0.01,60,5
1,0.01,60,918
2,0.01,60,2
1,0.01,60,228
2,0.01,60,2
1,0.01,60,712
2,0.01,60,64
1,0.01,60,756
2,0.01,60,1
1,0.01,60,996
2,0.01,60,2
1,0.01,60,862
2,0.01,60,104
1,0.01,60,1000
2,0.01,60,504
1,0.01,60,975
2,0.01,60,30
1,0.01,60,892
2,0.01,60,0
1,0.01,60,880
2,0.01,60,24
1,0.01,60,470
2,0.01,60,1
1,0.01,60,968
2,0.01,60,0
1,0.01,60,674
2,0.01,60,1
1,0.01,60,996
2,0.01,60,53
1,0.01,60,609
2,0.01,60,24
1,0.01,60,698
2,0.01,60,8
1,0.01,60,813
2,0.01,60,22
1,0.01,60,810
2,0.01,60,19
1,0.01,60,996
2,0.01,60,145
1,0.01,60,949
2,0.01,60,51
1,0.01,60,809
2,0.01,60,53
1,0.01,60,986
2,0.01,60,0
1,0.01,60,729
2,0.01,60,1
1,0.01,60,638
2,0.01,60,77
1,0.01,60,854
2,0.01,60,15
1,0.01,60,1000
2,0.01,60,129
1,0.01,60,732
2,0.01,60,83
1,0.01,60,837
2,0.01,60,20
1,0.01,60,411
2,0.01,60,0
1,0.01,60,893
2,0.01,60,4
1,0.01,60,1000
2,0.01,60,221
1,0.01,60,967
2,0.01,60,51
1,0.01,60,1000
2,0.01,60,8
1,0.01,60,941
2,0.01,60,10
1,0.01,60,858
2,0.01,60,16
1,0.01,60,858
2,0.01,60,5
1,0.01,60,999
2,0.01,60,154
1,0.01,60,872
2,0.01,60,0
1,0.01,60,698
2,0.01,60,6
1,0.01,60,915
2,0.01,60,201
1,0.01,60,993
2,0.01,60,47
1,0.01,60,969
2,0.01,60,301
1,0.01,60,896
2,0.01,60,297
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,675
2,0.01,70,16
1,0.01,70,994
2,0.01,70,5
1,0.01,70,1000
2,0.01,70,84
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,996
2,0.01,70,18
1,0.01,70,780
2,0.01,70,192
1,0.01,70,617
2,0.01,70,5
1,0.01,70,490
2,0.01,70,35
1,0.01,70,116
2,0.01,70,2
1,0.01,70,849
2,0.01,70,6
1,0.01,70,1000
2,0.01,70,7
1,0.01,70,839
2,0.01,70,19
1,0.01,70,847
2,0.01,70,5
1,0.01,70,1000
2,0.01,70,17
1,0.01,70,844
2,0.01,70,58
1,0.01,70,1000
2,0.01,70,16
1,0.01,70,902
2,0.01,70,53
1,0.01,70,999
2,0.01,70,0
1,0.01,70,947
2,0.01,70,7
1,0.01,70,1000
2,0.01,70,158
1,0.01,70,873
2,0.01,70,72
1,0.01,70,829
2,0.01,70,147
1,0.01,70,914
2,0.01,70,32
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,999
2,0.01,70,0
1,0.01,70,998
2,0.01,70,210
1,0.01,70,986
2,0.01,70,213
1,0.01,70,924
2,0.01,70,30
1,0.01,70,831
2,0.01,70,54
1,0.01,70,1000
2,0.01,70,9
1,0.01,70,690
2,0.01,70,31
1,0.01,70,978
2,0.01,70,51
1,0.01,70,955
2,0.01,70,73
1,0.01,70,1000
2,0.01,70,311
1,0.01,70,1000
2,0.01,70,76
1,0.01,70,1000
2,0.01,70,2
1,0.01,70,733
2,0.01,70,4
1,0.01,70,965
2,0.01,70,32
1,0.01,70,992
2,0.01,70,94
1,0.01,70,1000
2,0.01,70,76
1,0.01,70,1000
2,0.01,70,27
1,0.01,70,858
2,0.01,70,37
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,684
2,0.01,70,7
1,0.01,70,974
2,0.01,70,11
1,0.01,70,984
2,0.01,70,9
1,0.01,70,1000
2,0.01,70,176
1,0.01,70,813
2,0.01,70,33
1,0.01,70,761
2,0.01,70,15
1,0.01,70,425
2,0.01,70,23
1,0.01,70,1000
2,0.01,70,127
1,0.01,70,868
2,0.01,70,0
1,0.01,70,1000
2,0.01,70,7
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,926
2,0.01,70,93
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,1000
2,0.01,70,19
1,0.01,70,470
2,0.01,70,9
1,0.01,70,856
2,0.01,70,76
1,0.01,70,895
2,0.01,70,0
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,832
2,0.01,70,18
1,0.01,70,1000
2,0.01,70,53
1,0.01,70,998
2,0.01,70,99
1,0.01,70,962
2,0.01,70,0
1,0.01,70,971
2,0.01,70,18
1,0.01,70,858
2,0.01,70,4
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,658
2,0.01,70,0
1,0.01,70,1000
2,0.01,70,30
1,0.01,70,701
2,0.01,70,10
1,0.01,70,866
2,0.01,70,43
1,0.01,70,866
2,0.01,70,3
1,0.01,70,964
2,0.01,70,75
1,0.01,70,1000
2,0.01,70,16
1,0.01,70,944
2,0.01,70,3
1,0.01,70,948
2,0.01,70,27
1,0.01,70,1000
2,0.01,70,0
1,0.01,70,816
2,0.01,70,16
1,0.01,70,782
2,0.01,70,11
1,0.01,70,1000
2,0.01,70,578
1,0.01,70,1000
2,0.01,70,24
1,0.01,70,854
2,0.01,70,192
1,0.01,70,989
2,0.01,70,108
1,0.01,70,608
2,0.01,70,0
1,0.01,70,963
2,0.01,70,1
1,0.01,70,1000
2,0.01,70,392
1,0.01,70,978
2,0.01,70,36
1,0.01,70,1000
2,0.01,70,1
1,0.01,70,984
2,0.01,70,8
1,0.01,70,986
2,0.01,70,3
1,0.01,70,933
2,0.01,70,5
1,0.01,70,987
2,0.01,70,25
1,0.01,70,966
2,0.01,70,0
1,0.01,70,947
2,0.01,70,25
1,0.01,70,854
2,0.01,70,11
1,0.01,70,992
2,0.01,70,7
1,0.01,70,970
2,0.01,70,52
1,0.01,70,933
2,0.01,70,85
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,887
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,43
1,0.01,80,1000
2,0.01,80,28
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,776
2,0.01,80,51
1,0.01,80,795
2,0.01,80,7
1,0.01,80,830
2,0.01,80,301
1,0.01,80,101
2,0.01,80,21
1,0.01,80,966
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,12
1,0.01,80,966
2,0.01,80,4
1,0.01,80,760
2,0.01,80,94
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,854
2,0.01,80,27
1,0.01,80,1000
2,0.01,80,7
1,0.01,80,984
2,0.01,80,3
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,957
2,0.01,80,6
1,0.01,80,1000
2,0.01,80,13
1,0.01,80,985
2,0.01,80,40
1,0.01,80,803
2,0.01,80,40
1,0.01,80,990
2,0.01,80,31
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,998
2,0.01,80,12
1,0.01,80,985
2,0.01,80,65
1,0.01,80,978
2,0.01,80,10
1,0.01,80,920
2,0.01,80,222
1,0.01,80,1000
2,0.01,80,5
1,0.01,80,837
2,0.01,80,72
1,0.01,80,1000
2,0.01,80,7
1,0.01,80,997
2,0.01,80,32
1,0.01,80,1000
2,0.01,80,57
1,0.01,80,1000
2,0.01,80,3
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,802
2,0.01,80,3
1,0.01,80,1000
2,0.01,80,11
1,0.01,80,1000
2,0.01,80,13
1,0.01,80,1000
2,0.01,80,2
1,0.01,80,1000
2,0.01,80,2
1,0.01,80,793
2,0.01,80,52
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,724
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,30
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,29
1,0.01,80,949
2,0.01,80,258
1,0.01,80,958
2,0.01,80,19
1,0.01,80,790
2,0.01,80,353
1,0.01,80,1000
2,0.01,80,1
1,0.01,80,973
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,926
2,0.01,80,8
1,0.01,80,1000
2,0.01,80,0
1,0.01,80,1000
2,0.01,80,14
1,0.01,80,397
