1,0.01,10,1000
2,0.01,10,737
3,0.01,10,3
1,0.01,10,921
2,0.01,10,314
3,0.01,10,64
1,0.01,10,1000
2,0.01,10,885
3,0.01,10,8
1,0.01,10,1000
2,0.01,10,995
3,0.01,10,46
1,0.01,10,993
2,0.01,10,539
3,0.01,10,31
1,0.01,10,987
2,0.01,10,831
3,0.01,10,145
1,0.01,10,997
2,0.01,10,941
3,0.01,10,42
1,0.01,10,1000
2,0.01,10,953
3,0.01,10,56
1,0.01,10,998
2,0.01,10,974
3,0.01,10,233
1,0.01,10,1000
2,0.01,10,968
3,0.01,10,205
1,0.01,10,944
2,0.01,10,818
3,0.01,10,361
1,0.01,10,1000
2,0.01,10,793
3,0.01,10,68
1,0.01,10,1000
2,0.01,10,983
3,0.01,10,191
1,0.01,10,993
2,0.01,10,983
3,0.01,10,264
1,0.01,10,1000
2,0.01,10,971
3,0.01,10,112
1,0.01,10,989
2,0.01,10,983
3,0.01,10,450
1,0.01,10,1000
2,0.01,10,982
3,0.01,10,394
1,0.01,10,1000
2,0.01,10,794
3,0.01,10,80
1,0.01,10,1000
2,0.01,10,789
3,0.01,10,13
1,0.01,10,1000
2,0.01,10,627
3,0.01,10,26
1,0.01,10,1000
2,0.01,10,1000
3,0.01,10,844
1,0.01,10,1000
2,0.01,10,771
3,0.01,10,69
1,0.01,10,811
2,0.01,10,493
3,0.01,10,195
1,0.01,10,962
2,0.01,10,437
3,0.01,10,43
1,0.01,10,1000
2,0.01,10,996
3,0.01,10,455
1,0.01,10,994
2,0.01,10,858
3,0.01,10,95
1,0.01,10,990
2,0.01,10,538
3,0.01,10,46
1,0.01,10,947
2,0.01,10,783
3,0.01,10,247
1,0.01,10,999
2,0.01,10,966
3,0.01,10,73
1,0.01,10,992
2,0.01,10,762
3,0.01,10,110
1,0.01,10,994
2,0.01,10,964
3,0.01,10,220
1,0.01,10,886
2,0.01,10,449
3,0.01,10,82
1,0.01,10,1000
2,0.01,10,617
3,0.01,10,5
1,0.01,10,996
2,0.01,10,703
3,0.01,10,37
1,0.01,10,968
2,0.01,10,677
3,0.01,10,173
1,0.01,10,1000
2,0.01,10,1000
3,0.01,10,665
1,0.01,10,1000
2,0.01,10,629
3,0.01,10,2
1,0.01,10,1000
2,0.01,10,823
3,0.01,10,5
1,0.01,10,886
2,0.01,10,621
3,0.01,10,165
1,0.01,10,998
2,0.01,10,812
3,0.01,10,30
1,0.01,10,1000
2,0.01,10,944
3,0.01,10,128
1,0.01,10,950
2,0.01,10,723
3,0.01,10,223
1,0.01,10,999
2,0.01,10,995
3,0.01,10,370
1,0.01,10,1000
2,0.01,10,953
3,0.01,10,63
1,0.01,10,1000
2,0.01,10,999
3,0.01,10,479
1,0.01,10,972
2,0.01,10,510
3,0.01,10,81
1,0.01,10,1000
2,0.01,10,968
3,0.01,10,148
1,0.01,10,981
2,0.01,10,709
3,0.01,10,143
1,0.01,10,778
2,0.01,10,172
3,0.01,10,49
1,0.01,10,979
2,0.01,10,806
3,0.01,10,143
1,0.01,10,999
2,0.01,10,543
3,0.01,10,4
1,0.01,10,976
2,0.01,10,677
3,0.01,10,82
1,0.01,10,881
2,0.01,10,557
3,0.01,10,174
1,0.01,10,1000
2,0.01,10,931
3,0.01,10,116
1,0.01,10,999
2,0.01,10,966
3,0.01,10,103
1,0.01,10,1000
2,0.01,10,874
3,0.01,10,61
1,0.01,10,947
2,0.01,10,721
3,0.01,10,252
1,0.01,10,1000
2,0.01,10,663
3,0.01,10,29
1,0.01,10,993
2,0.01,10,576
3,0.01,10,25
1,0.01,10,999
2,0.01,10,947
