-0.875000,-0.102505
-0.874250,-0.102429
-0.873500,-0.102354
-0.872750,-0.102278
-0.872000,-0.102203
-0.871250,-0.102127
-0.870500,-0.102051
-0.869750,-0.101976
-0.869000,-0.101900
-0.868250,-0.101825
-0.867500,-0.101749
-0.866750,-0.101673
-0.866000,-0.101598
-0.865250,-0.101522
-0.864500,-0.101446
-0.863750,-0.101371
-0.863000,-0.101295
-0.862250,-0.101219
-0.861500,-0.101143
-0.860750,-0.101068
-0.860000,-0.100992
-0.859250,-0.100916
-0.858500,-0.100840
-0.857750,-0.100764
-0.857000,-0.100689
-0.856250,-0.100613
-0.855500,-0.100537
-0.854750,-0.100461
-0.854000,-0.100385
-0.853250,-0.100309
-0.852500,-0.100233
-0.851750,-0.100157
-0.851000,-0.100081
-0.850250,-0.100005
-0.849500,-0.099929
-0.848750,-0.099853
-0.848000,-0.099777
-0.847250,-0.099701
-0.846500,-0.099625
-0.845750,-0.099549
-0.845000,-0.099473
-0.844250,-0.099396
-0.843500,-0.099320
-0.842750,-0.099244
-0.842000,-0.099168
-0.841250,-0.099092
-0.840500,-0.099015
-0.839750,-0.098939
-0.839000,-0.098863
-0.838250,-0.098787
-0.837500,-0.098710
-0.836750,-0.098634
-0.836000,-0.098558
-0.835250,-0.098481
-0.834500,-0.098405
-0.833750,-0.098329
-0.833000,-0.098252
-0.832250,-0.098176
-0.831500,-0.098099
-0.830750,-0.098023
-0.830000,-0.097946
-0.829250,-0.097870
-0.828500,-0.097793
-0.827750,-0.097717
-0.827000,-0.097640
-0.826250,-0.097564
-0.825500,-0.097487
-0.824750,-0.097411
-0.824000,-0.097334
-0.823250,-0.097258
-0.822500,-0.097181
-0.821750,-0.097104
-0.821000,-0.097028
-0.820250,-0.096951
-0.819500,-0.096874
-0.818750,-0.096797
-0.818000,-0.096721
-0.817250,-0.096644
-0.816500,-0.096567
-0.815750,-0.096490
-0.815000,-0.096414
-0.814250,-0.096337
-0.813500,-0.096260
-0.812750,-0.096183
-0.812000,-0.096106
-0.811250,-0.096029
-0.810500,-0.095952
-0.809750,-0.095876
-0.809000,-0.095799
-0.808250,-0.095722
-0.807500,-0.095645
-0.806750,-0.095568
-0.806000,-0.095491
-0.805250,-0.095414
-0.804500,-0.095337
-0.803750,-0.095259
-0.803000,-0.095182
-0.802250,-0.095105
-0.801500,-0.095028
-0.800750,-0.094951
-0.800000,-0.094874
-0.799250,-0.094797
-0.798500,-0.094720
-0.797750,-0.094642
-0.797000,-0.094565
-0.796250,-0.094488
-0.795500,-0.094411
-0.794750,-0.094333
-0.794000,-0.094256
-0.793250,-0.094179
-0.792500,-0.094101
-0.791750,-0.094024
-0.791000,-0.093947
-0.790250,-0.093869
-0.789500,-0.093792
-0.788750,-0.093715
-0.788000,-0.093637
-0.787250,-0.093560
-0.786500,-0.093482
-0.785750,-0.093405
-0.785000,-0.093327
-0.784250,-0.093250
-0.783500,-0.093172
-0.782750,-0.093095
-0.782000,-0.093017
-0.781250,-0.092940
-0.780500,-0.092862
-0.779750,-0.092784
-0.779000,-0.092707
-0.778250,-0.092629
-0.777500,-0.092551
-0.776750,-0.092474
-0.776000,-0.092396
-0.775250,-0.092318
-0.774500,-0.092240
-0.773750,-0.092163
-0.773000,-0.092085
-0.772250,-0.092007
-0.771500,-0.091929
-0.770750,-0.091851
-0.770000,-0.091774
-0.769250,-0.091696
-0.768500,-0.091618
-0.767750,-0.091540
-0.767000,-0.091462
-0.766250,-0.091384
-0.765500,-0.091306
-0.764750,-0.091228
-0.764000,-0.091150
-0.763250,-0.091072
-0.762500,-0.090994
-0.761750,-0.090916
-0.761000,-0.090838
-0.760250,-0.090760
-0.759500,-0.090682
-0.758750,-0.090604
-0.758000,-0.090526
-0.757250,-0.090447
-0.756500,-0.090369
-0.755750,-0.090291
-0.755000,-0.090213
-0.754250,-0.090135
-0.753500,-0.090056
-0.752750,-0.089978
-0.752000,-0.089900
-0.751250,-0.089822
-0.750500,-0.089743
-0.749750,-0.089665
-0.749000,-0.089587
-0.748250,-0.089508
-0.747500,-0.089430
-0.746750,-0.089351
-0.746000,-0.089273
-0.745250,-0.089194
-0.744500,-0.089116
-0.743750,-0.089038
-0.743000,-0.088959
-0.742250,-0.088881
-0.741500,-0.088802
-0.740750,-0.088723
-0.740000,-0.088645
-0.739250,-0.088566
-0.738500,-0.088488
-0.737750,-0.088409
-0.737000,-0.088330
-0.736250,-0.088252
-0.735500,-0.088173
-0.734750,-0.088094
-0.734000,-0.088016
-0.733250,-0.087937
-0.732500,-0.087858
-0.731750,-0.087779
-0.731000,-0.087701
-0.730250,-0.087622
-0.729500,-0.087543
-0.728750,-0.087464
-0.728000,-0.087385
-0.727250,-0.087306
-0.726500,-0.087228
-0.725750,-0.087149
-0.725000,-0.087070
-0.724250,-0.086991
-0.723500,-0.086912
-0.722750,-0.086833
-0.722000,-0.086754
-0.721250,-0.086675
-0.720500,-0.086596
-0.719750,-0.086517
-0.719000,-0.086438
-0.718250,-0.086358
-0.717500,-0.086279
-0.716750,-0.086200
-0.716000,-0.086121
-0.715250,-0.086042
-0.714500,-0.085963
-0.713750,-0.085883
-0.713000,-0.085804
-0.712250,-0.085725
-0.711500,-0.085646
-0.710750,-0.085566
-0.710000,-0.085487
-0.709250,-0.085408
-0.708500,-0.085328
-0.707750,-0.085249
-0.707000,-0.085170
-0.706250,-0.085090
-0.705500,-0.085011
-0.704750,-0.084931
-0.704000,-0.084852
-0.703250,-0.084772
-0.702500,-0.084693
-0.701750,-0.084613
-0.701000,-0.084534
-0.700250,-0.084454
-0.699500,-0.084375
-0.698750,-0.084295
-0.698000,-0.084216
-0.697250,-0.084136
-0.696500,-0.084056
-0.695750,-0.083977
-0.695000,-0.083897
-0.694250,-0.083817
-0.693500,-0.083738
-0.692750,-0.083658
-0.692000,-0.083578
-0.691250,-0.083498
-0.690500,-0.083419
-0.689750,-0.083339
-0.689000,-0.083259
-0.688250,-0.083179
-0.687500,-0.083099
-0.686750,-0.083019
-0.686000,-0.082939
-0.685250,-0.082859
-0.684500,-0.082780
-0.683750,-0.082700
-0.683000,-0.082620
-0.682250,-0.082540
-0.681500,-0.082460
-0.680750,-0.082380
-0.680000,-0.082299
-0.679250,-0.082219
-0.678500,-0.082139
-0.677750,-0.082059
-0.677000,-0.081979
-0.676250,-0.081899
-0.675500,-0.081819
-0.674750,-0.081739
-0.674000,-0.081658
-0.673250,-0.081578
-0.672500,-0.081498
-0.671750,-0.081418
-0.671000,-0.081337
-0.670250,-0.081257
-0.669500,-0.081177
-0.668750,-0.081096
-0.668000,-0.081016
-0.667250,-0.080936
-0.666500,-0.080855
-0.665750,-0.080775
-0.665000,-0.080694
-0.664250,-0.080614
-0.663500,-0.080533
-0.662750,-0.080453
-0.662000,-0.080372
-0.661250,-0.080292
-0.660500,-0.080211
-0.659750,-0.080131
-0.659000,-0.080050
-0.658250,-0.079969
-0.657500,-0.079889
-0.656750,-0.079808
-0.656000,-0.079727
-0.655250,-0.079647
-0.654500,-0.079566
-0.653750,-0.079485
-0.653000,-0.079405
-0.652250,-0.079324
-0.651500,-0.079243
-0.650750,-0.079162
-0.650000,-0.079081
-0.649250,-0.079001
-0.648500,-0.078920
-0.647750,-0.078839
-0.647000,-0.078758
-0.646250,-0.078677
-0.645500,-0.078596
-0.644750,-0.078515
-0.644000,-0.078434
-0.643250,-0.078353
-0.642500,-0.078272
-0.641750,-0.078191
-0.641000,-0.078110
-0.640250,-0.078029
-0.639500,-0.077948
-0.638750,-0.077867
-0.638000,-0.077785
-0.637250,-0.077704
-0.636500,-0.077623
-0.635750,-0.077542
-0.635000,-0.077461
-0.634250,-0.077379
-0.633500,-0.077298
-0.632750,-0.077217
-0.632000,-0.077136
-0.631250,-0.077054
-0.630500,-0.076973
-0.629750,-0.076892
-0.629000,-0.076810
-0.628250,-0.076729
-0.627500,-0.076647
-0.626750,-0.076566
-0.626000,-0.076484
-0.625250,-0.076403
-0.624500,-0.076321
-0.623750,-0.076240
-0.623000,-0.076158
-0.622250,-0.076077
-0.621500,-0.075995
-0.620750,-0.075914
-0.620000,-0.075832
-0.619250,-0.075750
-0.618500,-0.075669
-0.617750,-0.075587
-0.617000,-0.075505
-0.616250,-0.075424
-0.615500,-0.075342
-0.614750,-0.075260
-0.614000,-0.075178
-0.613250,-0.075096
-0.612500,-0.075015
-0.611750,-0.074933
-0.611000,-0.074851
-0.610250,-0.074769
-0.609500,-0.074687
-0.608750,-0.074605
-0.608000,-0.074523
-0.607250,-0.074441
-0.606500,-0.074359
-0.605750,-0.074277
-0.605000,-0.074195
-0.604250,-0.074113
-0.603500,-0.074031
-0.602750,-0.073949
-0.602000,-0.073867
-0.601250,-0.073785
-0.600500,-0.073703
-0.599750,-0.073621
-0.599000,-0.073538
-0.598250,-0.073456
-0.597500,-0.073374
-0.596750,-0.073292
-0.596000,-0.073209
-0.595250,-0.073127
-0.594500,-0.073045
-0.593750,-0.072963
-0.593000,-0.072880
-0.592250,-0.072798
-0.591500,-0.072715
-0.590750,-0.072633
-0.590000,-0.072551
-0.589250,-0.072468
-0.588500,-0.072386
-0.587750,-0.072303
-0.587000,-0.072221
-0.586250,-0.072138
-0.585500,-0.072056
-0.584750,-0.071973
-0.584000,-0.071890
-0.583250,-0.071808
-0.582500,-0.071725
-0.581750,-0.071642
-0.581000,-0.071560
-0.580250,-0.071477
-0.579500,-0.071394
-0.578750,-0.071312
-0.578000,-0.071229
-0.577250,-0.071146
-0.576500,-0.071063
-0.575750,-0.070980
-0.575000,-0.070898
-0.574250,-0.070815
-0.573500,-0.070732
-0.572750,-0.070649
-0.572000,-0.070566
-0.571250,-0.070483
-0.570500,-0.070400
-0.569750,-0.070317
-0.569000,-0.070234
-0.568250,-0.070151
-0.567500,-0.070068
-0.566750,-0.069985
-0.566000,-0.069902
-0.565250,-0.069819
-0.564500,-0.069736
-0.563750,-0.069652
-0.563000,-0.069569
-0.562250,-0.069486
-0.561500,-0.069403
-0.560750,-0.069320
-0.560000,-0.069236
-0.559250,-0.069153
-0.558500,-0.069070
-0.557750,-0.068986
-0.557000,-0.068903
-0.556250,-0.068820
-0.555500,-0.068736
-0.554750,-0.068653
-0.554000,-0.068569
-0.553250,-0.068486
-0.552500,-0.068402
-0.551750,-0.068319
-0.551000,-0.068235
-0.550250,-0.068152
-0.549500,-0.068068
-0.548750,-0.067985
-0.548000,-0.067901
-0.547250,-0.067817
-0.546500,-0.067734
-0.545750,-0.067650
-0.545000,-0.067566
-0.544250,-0.067483
-0.543500,-0.067399
-0.542750,-0.067315
-0.542000,-0.067232
-0.541250,-0.067148
-0.540500,-0.067064
-0.539750,-0.066980
-0.539000,-0.066896
-0.538250,-0.066812
-0.537500,-0.066728
-0.536750,-0.066644
-0.536000,-0.066561
-0.535250,-0.066477
-0.534500,-0.066393
-0.533750,-0.066309
-0.533000,-0.066225
-0.532250,-0.066140
-0.531500,-0.066056
-0.530750,-0.065972
-0.530000,-0.065888
-0.529250,-0.065804
-0.528500,-0.065720
-0.527750,-0.065636
-0.527000,-0.065552
-0.526250,-0.065467
-0.525500,-0.065383
-0.524750,-0.065299
-0.524000,-0.065214
-0.523250,-0.065130
-0.522500,-0.065046
-0.521750,-0.064961
-0.521000,-0.064877
-0.520250,-0.064793
-0.519500,-0.064708
-0.518750,-0.064624
-0.518000,-0.064539
-0.517250,-0.064455
-0.516500,-0.064370
-0.515750,-0.064286
-0.515000,-0.064201
-0.514250,-0.064117
-0.513500,-0.064032
-0.512750,-0.063947
-0.512000,-0.063863
-0.511250,-0.063778
-0.510500,-0.063693
-0.509750,-0.063609
-0.509000,-0.063524
-0.508250,-0.063439
-0.507500,-0.063354
-0.506750,-0.063270
-0.506000,-0.063185
-0.505250,-0.063100
-0.504500,-0.063015
-0.503750,-0.062930
-0.503000,-0.062845
-0.502250,-0.062760
-0.501500,-0.062676
-0.500750,-0.062591
-0.500000,-0.062506
-0.499250,-0.062421
-0.498500,-0.062335
-0.497750,-0.062250
-0.497000,-0.062165
-0.496250,-0.062080
-0.495500,-0.061995
-0.494750,-0.061910
-0.494000,-0.061825
-0.493250,-0.061740
-0.492500,-0.061654
-0.491750,-0.061569
-0.491000,-0.061484
-0.490250,-0.061399
-0.489500,-0.061313
-0.488750,-0.061228
-0.488000,-0.061143
-0.487250,-0.061057
-0.486500,-0.060972
-0.485750,-0.060886
-0.485000,-0.060801
-0.484250,-0.060715
-0.483500,-0.060630
-0.482750,-0.060544
-0.482000,-0.060459
-0.481250,-0.060373
-0.480500,-0.060288
-0.479750,-0.060202
-0.479000,-0.060117
-0.478250,-0.060031
-0.477500,-0.059945
-0.476750,-0.059860
